id,activity,localName,description,area,location,openingHours,duration,googleMapsLink,suitableFor,tags,rating,image,tips,notes,priceRange
SOL040,Sacred Dance Costume Creation,Pembuatan Kostum Tari Sakral,"Workshop in traditional dance costume making, including beadwork and embroidery techniques",Solo,Royal Tailor Workshop,09:00-16:00 Mon-Fri,7 hours,https://maps.google.com/?q=Dance+Costume+Workshop,"Costume Designers, Culture Enthusiasts",#costume #dance #traditional #craft #fashion #cultural,4.8/5,images/SOL040.jpg,Materials provided,Design instruction,IDR 900000 - 1800000
SOL041,Ancient Kitchen Tools Workshop,Workshop Peralatan Dapur Kuno,Learn about and craft traditional Javanese kitchen implements using ancient techniques,Solo,Craftsman District,10:00-15:00 daily,5 hours,https://maps.google.com/?q=Kitchen+Tools+Workshop,"Craft Lovers, Cooking Enthusiasts",#craft #kitchen #traditional #tools #heritage #cultural,4.6/5,images/SOL041.jpg,Take home creation,Traditional lunch included,IDR 400000 - 800000
SOL042,Royal Manuscript Preservation,Pelestarian Manuskrip Keraton,Hands-on experience in ancient manuscript conservation techniques with palace archivists,Solo,Palace Library,09:00-14:00 Tue-Fri,5 hours,https://maps.google.com/?q=Manuscript+Preservation,"Conservators, History Lovers",#manuscript #preservation #royal #heritage #historical #education,4.9/5,images/SOL042.jpg,Conservation materials provided,Expert guidance,IDR 700000 - 1400000
SOL043,Traditional Coffee Culture Journey,Perjalanan Budaya Kopi,Explore ancient coffee traditions including traditional roasting and brewing ceremonies,Solo,Various Locations,08:00-12:00 daily,4 hours,https://maps.google.com/?q=Coffee+Culture+Tour,"Coffee Enthusiasts, Culture Seekers",#coffee #traditional #culture #beverage #heritage #ceremony,4.7/5,images/SOL043.jpg,Coffee tasting included,Traditional snacks served,IDR 350000 - 700000
SOL044,Sacred Geometric Pattern Art,Seni Pola Geometris Sakral,Study ancient geometric patterns used in palace architecture and textile design,Solo,Cultural Center,10:00-14:00 Mon-Sat,4 hours,https://maps.google.com/?q=Geometric+Art+Workshop,"Artists, Design Enthusiasts",#geometric #art #pattern #traditional #design #cultural,4.8/5,images/SOL044.jpg,Design materials provided,Pattern book included,IDR 400000 - 800000
SOL045,Royal Court Music Notation,Notasi Musik Keraton,Learn traditional Javanese music notation systems and composition techniques with palace musicians,Solo,Mangkunegaran,09:00-13:00 Tue-Sun,4 hours,https://maps.google.com/?q=Court+Music+Notation,"Musicians, Music Scholars",#music #notation #royal #traditional #cultural #education,4.7/5,images/SOL045.jpg,Notation materials provided,Private performance included,IDR 500000 - 1000000
BGR001,Presidential Gardens Photography,Fotografi Kebun Raya,Exclusive early morning photography session in Indonesia's oldest botanical garden including rare plant collections and Dutch colonial structures,Bogor,Kebun Raya,06:00-09:00 daily,3 hours,https://maps.google.com/?q=Kebun+Raya+Bogor,"Photographers, Nature Lovers",#garden #botanical #heritage #photography #nature #colonial,4.8/5,,Professional guide provided,Special access paths,IDR 350000 - 700000
BGR002,Heritage Tea Plantation Experience,Pengalaman Perkebunan Teh,Immersive journey through historic tea estates learning traditional cultivation and processing methods from master tea makers,Bogor,Puncak Area,07:00-14:00 daily,7 hours,https://maps.google.com/?q=Puncak+Tea+Plantation,"Tea Enthusiasts, Nature Lovers",#tea #plantation #heritage #nature #traditional #agriculture,4.7/5,images/BGR002.jpg,Tea ceremony included,Harvesting experience,IDR 500000 - 1000000
BGR003,Botanical Archives Exploration,Eksplorasi Arsip Botani,"Behind-the-scenes tour of Bogor's historic botanical research archives, studying rare specimens and colonial documentation",Bogor,Kebun Raya,09:00-13:00 Mon-Fri,4 hours,https://maps.google.com/?q=Botanical+Archives+Bogor,"Scientists, History Buffs",#botanical #archives #research #historical #science #heritage,4.9/5,images/BGR003.jpg,Expert botanist guide,Rare document viewing,IDR 400000 - 800000
BGR004,Traditional Sundanese Gastronomy,Gastronomi Sunda,"Comprehensive exploration of Sundanese cuisine including market visit, cooking workshop, and traditional preparation methods",Bogor,Cultural Center,08:00-14:00 daily,6 hours,https://maps.google.com/?q=Sundanese+Cooking+Bogor,"Food Enthusiasts, Culture Lovers",#cooking #sundanese #culinary #traditional #food #cultural,4.8/5,images/BGR004.jpg,Recipe book provided,All ingredients included,IDR 600000 - 1200000
BGR005,Colonial Architecture Walking Tour,Tur Arsitektur Kolonial,Guided exploration of Dutch colonial buildings including presidential palace exterior and heritage structures,Bogor,City Center,08:00-11:00 daily,3 hours,https://maps.google.com/?q=Colonial+Architecture+Bogor,"History Enthusiasts, Photographers",#colonial #architecture #heritage #historical #walking #tour,4.6/5,images/BGR005.jpg,Historical maps provided,Expert historian guide,IDR 250000 - 500000
BGR006,Rainforest Conservation Experience,Pengalaman Konservasi Hutan,Hands-on participation in rainforest conservation activities including rare plant identification and preservation techniques,Bogor,Botanical Garden,09:00-15:00 Mon-Fri,6 hours,https://maps.google.com/?q=Conservation+Bogor,"Nature Enthusiasts, Conservationists",#conservation #rainforest #nature #science #environment #botanical,4.7/5,images/BGR006.jpg,Conservation handbook,Field equipment provided,IDR 450000 - 900000
BGR007,Sacred Springs Pilgrimage,Ziarah Mata Air Suci,Journey to ancient sacred springs around Bogor learning about traditional beliefs and water ceremonies,Bogor,Various Locations,07:00-12:00 daily,5 hours,https://maps.google.com/?q=Sacred+Springs+Bogor,"Spiritual Seekers, Culture Enthusiasts",#spiritual #springs #traditional #cultural #sacred #nature,4.8/5,images/BGR007.jpg,Traditional offerings included,Spiritual guide present,IDR 300000 - 600000
BGR008,Orchid Breeding Workshop,Workshop Pengembangbiakan Anggrek,Expert-led session on orchid cultivation and hybridization techniques in historic greenhouse settings,Bogor,Kebun Raya,10:00-14:00 Tue-Sun,4 hours,https://maps.google.com/?q=Orchid+Workshop+Bogor,"Plant Enthusiasts, Gardeners",#orchid #botanical #science #gardening #workshop #nature,4.9/5,,Take home orchid seedling,Technical manual provided,IDR 700000 - 1400000
BGR009,Historic Railway Station Tour,Tur Stasiun Kereta Bersejarah,Exploration of colonial-era railway infrastructure including vintage station architecture and signal systems,Bogor,Bogor Station,09:00-12:00 daily,3 hours,https://maps.google.com/?q=Historic+Station+Bogor,"Railway Enthusiasts, Historians",#railway #colonial #heritage #historical #architecture #transportation,4.5/5,images/BGR009.jpg,Historical photographs provided,Technical explanations,IDR 200000 - 400000
BGR010,Mountain Coffee Plantation Journey,Perjalanan Kebun Kopi Pegunungan,Visit to highland coffee estates learning traditional cultivation methods and processing techniques,Bogor,Puncak Area,08:00-15:00 daily,7 hours,https://maps.google.com/?q=Coffee+Plantation+Bogor,"Coffee Enthusiasts, Nature Lovers",#coffee #plantation #agriculture #nature #traditional #mountain,4.8/5,images/BGR010.jpg,Coffee tasting included,Processing demonstration,IDR 550000 - 1100000
BGR011,Palace Garden Sketching Session,Sesi Sketsa Taman Istana,Artistic workshop in presidential garden surroundings focusing on botanical illustration techniques,Bogor,Kebun Raya,09:00-12:00 Tue-Sun,3 hours,https://maps.google.com/?q=Garden+Sketching+Bogor,"Artists, Nature Lovers",#art #garden #botanical #sketching #nature #creative,4.7/5,images/BGR011.jpg,Art materials provided,Professional instruction,IDR 300000 - 600000
BGR012,Traditional Market Culinary Dawn,Kuliner Pasar Pagi,Early morning exploration of traditional markets focusing on unique Bogor breakfast specialties,Bogor,Pasar Bogor,05:00-09:00 daily,4 hours,https://maps.google.com/?q=Morning+Market+Bogor,"Food Enthusiasts, Early Risers",#market #food #traditional #culinary #local #morning,4.6/5,images/BGR012.jpg,Multiple tastings included,Local guide expertise,IDR 250000 - 500000
BGR013,Botanical Photography Masterclass,Masterclass Fotografi Botani,Advanced photography workshop specializing in botanical subjects and rare plant specimens,Bogor,Kebun Raya,07:00-11:00 daily,4 hours,https://maps.google.com/?q=Botanical+Photography+Bogor,"Photographers, Nature Enthusiasts",#photography #botanical #nature #professional #art #garden,4.8/5,images/BGR013.jpg,Photography guide provided,Special garden access,IDR 800000 - 1600000
BGR014,Colonial Heritage Preservation,Pelestarian Warisan Kolonial,Hands-on workshop in historic building conservation techniques and documentation methods,Bogor,Heritage District,09:00-15:00 Mon-Fri,6 hours,https://maps.google.com/?q=Heritage+Preservation+Bogor,"Conservationists, History Lovers",#heritage #conservation #colonial #historical #architecture #preservation,4.7/5,images/BGR014.jpg,Conservation materials included,Expert instruction,IDR 600000 - 1200000
BGR015,Mountain Tea Ceremony Experience,Pengalaman Upacara Teh Pegunungan,Traditional tea ceremony in mountain setting with panoramic views and cultural insights,Bogor,Puncak Area,09:00-12:00 daily,3 hours,https://maps.google.com/?q=Mountain+Tea+Ceremony,"Tea Enthusiasts, Culture Seekers",#tea #ceremony #mountain #traditional #cultural #nature,4.9/5,images/BGR015.jpg,Premium tea tasting,Traditional snacks served,IDR 400000 - 800000
